sentence,label
صعصع هههه راكي من الجيل الذهبي 😀😀طون والحرور والنمر المقنع 😀,positive
بتوفيق 😍,positive
ناري أ ختي فاطم الزهراء كاتصرعي تجسيد الشخصيات 😂😂😂، تقدري تبدلي الحرفة للتمثيل إيلا بغيتي، عندك كاع المقومات.لاحظت باللي حتا الطريقة ديال السرد ديالك تطورات ما عندي ما نتسالك ربي يحجبك من العين 🤲,positive
طريقة ديال سرد القصة هاد المرة معجبتنيش 😊,positive
قرن وزمارة 😂😂😂 اول مرة نسمعها,positive
لغزالة ديالي 😊,positive
ماعجبنيش الحوار لي بقيتي نتي كاديريه ماجاش معاك و سمحيلي 😊,positive
جيت معطلة 😢😢,negative
سلام.😘😘😘😘😘😘😘😘❤❤❤❤❤❤,positive
الفيديو خدام و تجي تقرا التعليقات 😂😂 لاينعلها قاعدة فينا. ضرب جيم نشوف شحال من واحد بحالي 😅😅✌🏽,positive
بغينا قضية الممتل الهندي لي لقاوه منتاحر فبيتو سوشانت سينغ حيت تا واحد مدارها و الحد الآن ضارني راسي هههه ، و شكرا بزاااف 😍,positive
عواشرك مبروكه ❤ كتعجبني طريقة السرد ديالك وكيف كتقلبي الشخصيات وتعيشيها بحال هي لتهدر خصوصا اليوم البوليس 😂 برافو عليك كتخلينا نعيشو القاضية,positive
شحال كنفرح فاش كيطلع ليا الإشعار ديالك كنحمق عليك وعلى قصص ديالك 😊❤,positive
الماكياج ديال هاد الحلقة واعر 😜👍🏻👍🏻 و الحلقة خطيرة تبارك الله عليك 😊,positive
و طبعا كالعادة فيديو جديد تالعسكري مع مونطاج جديد تفيديو هههه كتجي فالأوقات المناسبة ❤❤😁,positive
ههههههه انا بعدا تودرت حتى النهاية عاد فهمت الريزو عندي اليوم ثقيييييل 😂😂😂😂😂😂,positive
وأخيرا هاد لفقرة ديال واش عرفتو شكون متشوقة بسم الله 😂❤,positive
تبارك الله عليك دائما رائعة وحلقاتك غزالين بحالك غير من الاحسن ويلا كان ممكن تزيدي صور ديال المجرمين والضحايا من باب الاستئناس حسن من اننا نبقاو نتخيلوا 😂,positive
أنا في أول الحلقة عرفت بلي ماشي كمال لي صفاها لمرتوا حيت جا كيقلب عليها و ملي ذكرتي كريمة مرت باه في القصة بديت كنحلل و بالأخص ملي قلتي واحد سيد ديما كيتواصل معاها طلع تحليل ديالي صحيح 😂😂,positive
عافكم دعيو مع ماما مريضه بزااااااف هي لعندي فهاد الدنيه 😢😢,negative
❤❤ عندك قصص طووب وسرد طوووب تبارك الله عليك ختي فاطمة الزهراء 😊,positive
لا حول و لا قوة إلا بالله العلي العظيم .. و الله يلطف بنا و صافي ولينا عايشين في وقيتة صعيبة و ولات فيها حتى الثقة شبه منعدمة حتى في أقرب المقربين ... 💔,negative
أتبااااارك الله عليك والحجوبات عليك أختي فاطمة الزهراء... القصة كانت واااعرة ولي زادها هو السرد ديالك ليها ❤️❤️❤️👏👏👏👏👏,positive
انا الوحيدة الي متنجيبش شي حاجة نشربها تنسمع ليك بالسماعات وتنوض نشقا ولا نطيب وكتونسيني 👌👌👌😂😂😂متقوليش ليا تابونيا انا وكانتي تحياتي اختي فاطمة الزهراء,positive
واخيرا فيديو جديد دائمآ كنستناك بفارغ الصبر😢❤,negative
انت الاروع من بين كل الي يقدمو هاذ المحتوى.نحبك و نتبعك من الجزائر 😘,positive
رحلتي من كنسمعلك ملي كنغسل لماعن الي وليت كنسمعلك وكنقي زنجلان 🙃😂😂😂❤️,positive
فاطمة الزهراء عفاك قولي لينا أخر المستجدات على القصة ديال نورهان المصرية وحسين بغينا نسمعوها من عندك 😢لكيهمو الأمر يدير جيم باش تشوف الفيديو,negative
سلام عليكم ختي ليك قبل منبدا قصه كنتمنا تهضري على قضيه لي وقعات في شلالات من يومين لانهم طعنوها في شرفها وشرف عيلتنا هوا مكنش لا زينه محارم لا والو 😊,positive
دعواتكم مع أمي اللهم ارحمها واغفر لها واجعل قبرها روضة من رياض الجنة 😢,negative
شقلبتيني بالأسماء 😅😅 ولكن تبارك الله عليك، عادي الواحد كيتلف😂,positive
الغدر ،، الحقد ،، الحسد يا رب السلامة على عالم احنا فيه 😢,negative
الصراحه قصص ديالك واعرين وزوينين كيعجبوني وغير سمحليا حطيتي الفيديو بارح وانا عاد اليوم كنتفرج فيه حتاش كنت مشغولة وانا كنبغيك بزااااف 😘🥰❤,positive
ختي الله الا كتعطلي حتى كنتوحشوك ❤😂,positive
تبارك الله عليك 😍اختي طريقة سردك القصة رائعة بتوفيق حبيبتي🙏👍,positive
الله يوفقك اختي فاطمة الزهراء 😁💕💖 كنقدرو التعب ديالك وعواشر مبروكة💖💕 عائلتي كاملة كتفرج فيك كلنا مبليين بيك وبطريقة السرد ديالك💗💓❣,positive
غنولي محققة معاك 😂 كتعجبني طريقة ديال السرد ديالك و حتا انتي زوينة مشاء الله كنحمااق عليك❤😊,positive
كومنت قبل مانتفرج فالفيديوأحلى إشعار 🌹😍تبارك الله ما شاء الله عليك فاطمة الزهراء ديما منورة ❤تحية ليك من إسبانيا 🥰,positive
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊😊,positive
شوفي ...انا كناخد بلاسا طرونكيل وكنطفي الضو بلحاق ماكنجيب حتى حاجة نشربها 😊 والله ...حيت غير كنكمل الفيديو كننعس . عواشر مبروكة عليك ورمضان كريم 🌹,positive
حسبي الله ونعم الوكيل 😢 سبحان الله العظيم حرم الله الزنا الان طريق كتكون نهايتها خايبة يارب معامن عايشن 🤕,negative
احلى حاجة تكون تاكل ويجي اشعااار تاعك 😍😍😍😍,positive
واقضية هادي خلاتني نفك ونحل لكن الحقيقية كانت صدمة 😢😢😢,negative
أول قصة كدخلعني 😨 هاذشي بزاف 💔,negative
صراحة شكيت غير فكريمة اما سوليمان لا 😢😢 الله يرحمهم يارب او يصبر زوج ديال سارة جاوه جوج دقات فخطرة وحدة مرتو او باه,negative
تبارك الله عليك والله يعطيك الصحة 😍 وعواشرك مبروكة 😍,positive
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊😊,positive
معرفتش عله تنرتحلك ملي تبقاي تعودي على شي قصة😊😊😊😊😊,positive
منوره حبوبتي شكرا القصه و رآه قبل ما تقولي جيبو شي حاجه تشربوها موجده اتاي منعنع 😂 😂 😂,positive
ادعولي مع امي بالشفاء العاجل من قلبكم وجزاكم الله خيرا💔,negative
ولدي الصغير عنده عامين تالمو والفك وانا دايره فيديوهاتك ومبرونشيتهم مع لباف يجي يكمل لفيديو وتقولي بسلااااااامااااا يعاودها موراك بنفس الطريقه وعاد يتعلم يهدر يجيبلي الضحك هههه😂😂😂😂,positive
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊😊,positive
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊😊,positive
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊,positive
احسن إشعار يقدر يوصل أي واحد😍و شي دعيوة عندي الباك هاد العام🫶🏻,positive
عرفتي يا اختي العسكري راه وليتي في الدار رمز من الرموز المهم 😂😂متلا فاش اختي كانت غادية مسافرة قلت لها اعطيني اسم الاوتيل و رقم تلفونه باش الى تجليتي نعطيها للعسكري تعاود قصتك و تقول جيبو شي حاجة تشربوها و اجيو نعاود لكم قصة بنت سافرت و اختفت 😂😂و ديما في الدار تنقولو ديري بالك في الزنقة احسن منصيفطو للعسكري تعاود قصتك 😂😂😂😂😂😂😂😂😂😂,positive
ضحكتني فاش قلتي روسية 😂,positive
على سلامة شحال وانا نتسنى 😍اول كومنطير,positive
ادعولي يا اخوتي بالشفاء العاجل لأبي😢,negative
كاتكووني متبعة القضية ومركزة تا كايغفلك الإعلان *الا بغيتي طحني العطرية ديالك .....*😂😂😂,positive
مللي وصلتي محققين قالو كريمة مال هاد دجاجة ميتة وشمو ش ريحة ونتي تشمي بحال شمتيها بصح نيت ديك ريحة 😂😂😂😂😂,positive
حبست الفيديو وبغيت ندير فيها محققة 😂 انا كنظن بان سليمان هو مول الفعلة,positive
اول وحدة😍 كنحبك✨🤍,positive
الصراحة انا غا تدكرات زوجة الاب فالقصة شكيت فيها فبلاص ☹,negative
معندي مانقول 😊، الحب الحب و خلاص ❤عواشر مبروكة حبيبتي 💖,positive
القضايا ديالك داءما مختلفة ومشوقة رني كنطيب معاك نعاس مع لحمالة عند مشاكل صحية ومشكلة فنعاس دعيو معايا نتفك على خير اختك فاطمة الزهراء من بريطانيا😘😘😘😘,positive
انتم يا ربعون قوم ادعولي ان انجح بمعدلات عالية في الدراسة😢❤,negative
انا فهمت بلي يقدر يكون كمال وكريمة لي متافقين من اللحظة لي عيطات ليه وقتليه باك غبر قاليها زعما مخلوعة عليه قلت مع راسي يمكن هو عارف شي حاجة ولا كاينة بيناتهم شي حاجة لي خلاتهم يقتلو مراتو ورجلها ، شكرا بزاف فاتي 😍😍😍,positive
ياقتل الروح وين تروح🇩🇿😭👍🏼,negative
الله يخليك واش الصور الي كاتحطي هوما صور حقيقية للشخصيات 😍😍😍,positive
شكرا قصة مشوقة ولكن انا في الاول شكيت فكمال مع مرت باه لكن ملي خرجو البصمات لي فالموس ماشي ديالو گلت ماشي هو ولكن غير بان سليمان عرفتو هو مول الفعلة استنتجت انو سارة غادي تكون حصلاتهم الخلاصة انا طريق الحرام نهايته كارثة الله يعطيك الصحة و مزيدا من النجاح😊,positive
كتباني فنّة بحال دايما ❤️😊,positive
ناري اشمن قلب عند هاد الناس 😢😢😢😢,negative
انا عرفت بلي غادي يكونو صفاوها للبنت حيت عرفات علاقتهم قبل ما توصلي ليها 😂,positive
ختي شيطان عتازل قدام بنادم أواه يقتلو ويدفنو ويعيشو عادي واو 😢😢,negative
كتشبه سبحان الله لبيلين من مسلسل الطائر الرفراف ❤😂,positive
الصراحة كان كيسحابلي كمال وكريمة عارفة راسي مافيديش😂,positive
الغدر و مايدير تفكرت غي ريتاج فالصطوري 😂😂😂,positive
طريقه السرد للقصه رائعه عزيزتي ❤لاكن غلطتي وقلتي الشركه ديال محمد لاكن صاحب الشركه هو سليمان انا مركزه 😂,positive
فاطمة الزهراء تبارك الله عليك بغينا الجزء التالث ديال الاميرة ديانا 😊,positive
وعليكم السلام يا وجه الخير والسعادة ربي يحفظك ويسعدك ويوفقك يا ملكة اليوتيوب ما شاء الله عليك 😍🌹😍👍😊,positive
توقع ديالي طلع صحيح 🎉😂,positive
وعليكم السلام وأخيرا فيديو جديد ومع واحد الكأس ديال القهوة و الشتا كتصب يا سلام ❤😊,positive
ياربي السلامة 😢 الله يستر,negative
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊😊,positive
تبارك الله عليك ديما متابعتك تنحماق على فيديوهاتك ميمكنش منشوف شي فيديو و منستفد منو كنتمنى لك التوفيق و النجاح 😊👍,positive
كيعجبن لحل من كتشفي اشنو كتبت ليك تنحمق 😘😍عليك,positive
السلام عليكم ورحمه الله.عافاكم لكيعرف شي واحد كيفرق قفف رمضان.جارتي مسكينة زوجها بارك من الخدمة وعندهم بنت معاقة كدير ترويض كل نهار .بغيت نعونها وملقيت ليها جهد 😢😢,negative
كنت كنتسناك بفارغ الصبر 😊,positive
عواشرك مبروكة 🎉😊 نحبك في الله,positive
رمضان مبارك يدخل عليكم بصحة او سلامة 😊😊,positive
الغدر 😢😢😢😢,negative
أول مرا يضرني راسي 😂😂😂😂,positive
من كثرة فيديوهات الجرائم لي تفرجتهم فيه 😂😂😂 قدرت نعرف المجرمين فوقت قياسي 💪💪💪,positive
سلام واعباد الله شكون عندها شي بعالك مكيخليوهش يسمع ها زين في خطرو😅😅😅😅😅😊❤❤❤,positive
انتي اية انتي امورة منين عرفتك و انتي امورة مدايرة لا طاتو لا برسينگ 😂🥰❤️,positive
صراحه شكيت فراجلها😢موسف فعلا شكرا علي مجهودك اختي,negative
تحية الي كنقدم لك ككل مرة ✋🤍ومن بعد نتفرج ونعطي الرأي ديالي 😊👌,positive
قبل منكمل الفيديو انقول تخمين ديالي 😂 انا شكيت فمرات باه هي لولة قبل منسمع كاين سليمان ومين بان سليمان شكيت ان مرات الأب فعلاقة مع سليمان ومنين عرفات سارة قتلوها لكن واش قتلوها قبل محمد ولا مورة محمد هادشي لغادي نعرف دابا ههه منين نكمل وبتوفيق لك افاطمة زهراء 🥰🥰🤍🤍,positive
طلعلي المورال والله 😁,positive
واحد.نصابة نصبت علي وعندي جلسة اخيرة دعيو معايا دعوة غريب مستجابة دعيو معايا بالنصر ورجع لي حقي 😢😢,negative
انتم يا أربعون غريبا ادعو لي بتيسير امر انتظره 😢,negative
مساء النور ضهورك اشرق الانوار 😊🤩😍,positive
الحب توحشناك نور من الجزائر نحببببببك😍😍😍😍,positive
عفاكوم الا ما دعيو معيا بالشفا راه عييت و الله 😢,negative
الله يخليك لينا تاج فوق راسنا❤أحسن فاطمة الزهراء في العالم❤ماكرهناش تعودي تديري لينا قصص العالم الآخر فرمضان❤❤❤😊,positive
شعال نبغيك😘😘🇩🇿,positive
انا شكيت ف زوجة الأب فالاول ولكن مزال ما عرفت السبب😂,positive
السلام عليكم اختي الكريمة كيف حالك يا فاطمة الزهراء نتمنئ تكوني بي ألف خير عوشرك مبروكة😍👍😍راكي غزيزا علينا,positive
اول وحدة 😂😂😂😂 تبارك الله عليك,positive
ماتبقايش اختي تغبري علينا راه وليتي عندنا ادمان 😂,positive
مرت الاب اكيد قضية الارث بدون ادنى شك😊,positive
اسلام عليكم أنا جزائري متزوج من مغربية عندي طفل صغير وانا حلينا بي المغرب ومعندي الاكل لا والو رحنا مشردين عونونا غير باش نشيرو الاكل ولي كان عنده عونونا بي لي عونونا أخوتي الجزائريين و المغربة 😞. 😢😢. اع. ل ل 😢,negative
اجي نتاصلوا بسي سليمان اغادها لينا😉😂,positive
بتوفيق 😍,positive
وجهك اليوم منور😊,positive
مركزة معاك لدرجة سمعتك منين قلتي روسيا بلاست سوريا😂😂😂,positive
هاذ المرة كان التحليل ديالي خاطئ😢,negative
هل من مشجع للمحتوى الديني الهادف 🌹❤️😊,positive
حرام مجرمون😭😭😭😭😭😭😭,negative
والدجاجة كيف توفات 😂😂😂,positive
نسالي الفيديو باش نشوف 😁,positive
واخرا 🙏🙏💃🎊🎉🏃🏃🏃😘😘😘😘💋اكيد الايك,positive
يا اللي يجيبهالهم😮😢😮😢 المساخيط,negative
روسيا ولا سوريا ولا سودان 😂,positive
بدلي ديك وآاااااااااجي نعاودليكم وخودو شي حاجة تشربوها حيت ماشي سوقك و بسالت 😒,negative
من بعد افلاس سليمان و ماشي محمد 😊,positive
سلام انا الاولى 😊😊,positive
ختي فاتي كنتمنى ديري جزء تاني على خواتتها البنات قصة مؤلمة 😢😢😭😭,negative
قصة مؤثرة ومؤلمة😭😭 كأننا نعيش في الجاهلية هدا الأب الجاهل المعقد حطم بناته نفسيا ومعنويامع العلم ان الرجل هو الدي يعطي الذكر او الأنثى ليست المرأة,negative
قصة زوينة وفيها عبرة لكن اختي فاطمة مقولتيش اش دارو خوتاتها وأش باقين في المغرب ولا رجعوا لفرنسا 😢,negative
حسبنا الله ونعم الوكيل لاحول ولا قوة الا بالله، شكرا ختي فاطمة الزهراء على هاد القصة الصراحة طريقتك فالسرد خلاتني ندخل فوسط القصة بحال شي فيلم، بقاو فيا هاد لبنات😔,negative
قصة جد مؤثرة! تبارك الله عليك. طريقتك في السرد ممتازة❤️👍👍👍👏👏👏👏👏,positive
قصة غزالة فيها بزاف ديال المعاناة 😢,negative
قصة مؤثرة جدا تبارك الله عليك 👍 بالتوفيق دائما 👍❤️😘,positive
بكيت بزاف قصة مأثرة الاب لي هوا سند هوا لي كرفص بناتو💔💔💔,negative
القصة زوينة بززاف ومؤثرة ومألمة 😢الله يسهل عليها والله يرزق كل خير أمال جميلة وبينا فيها متخقلة 💌,negative
سمعت قصص بزاف مؤثرة ولكن هذ القصة أثرت فيا بزاف بزاف 😢😢,negative
بكثرة متأثرت بهادشي اللي عاناوه هاد البنات و ماماهوم بكثرة مكرهت باهوم اللي بزاف عليه كلمة أب.تمنيت كون كنت كنتقن الفرنسية مزيان باش نقرا الرواية ديالها و برافو عليها هيا امرأة قوية اللي قدرات تجاوز اللي داز عليها ودارت أسرة و من الفوق كتبت رواية👏👏❤❤❤,positive
تكرت الأم ديالي الي خليتها في المغرب 💔💔 قصة قاصحة بزاف و ملهمة بزااااف,negative
طريقة سرد روعة براافووو من اكثر القصص لي ضراتني بزاااااااااااااااااااااااااف 😭,negative
اخيييرا قصة جديدة 👍😍,positive
قصة مؤثرة جدا امؤلمة 😢,negative
قصة والله فعلا مأثرة ومبكية،😭😭😭,negative
😢😢😢😢😢😢😢😢😢ناري قصه حزينه هد البنات من بلاد الحق والقانون جاو البلاد تشرد والحرمان باز ليهم باقين أقوياء الله معاهم مساكن,negative
القصة فعلا بكاتني 😢 صح بعد الليل يطلع الصباح وربي فرج على امال وعاشت حياتها مرتاحة بعد طول العذاب الي شافتو اما هذاك الاب يجي نهار يعرف قيمة البنات,negative
هادشي كيبكي والله 💔 حسبنا الله ونعم الوكيل فهد الأب، و الكثير من الأباء لس كيعذبو بناتهم بحال هاك الله يعوضهم خير ياربي💔,negative
حكاية فحال شي قصة ،السرد زوين برافو 👏👏,positive
قصة بكاتني 😢,negative
تبارك الله عليك يا ختي فاطمة الزهراء ديما طوب طوب او متألقة ❤️❤️ او شكرا بزاف على قصص لي كتسردبهم لينا بطريقتك لزوينة 😍❤️,positive
لا حول ولا قوة الا بالله ....شحال من شاب و شابة عايشين دمار نفسي و عاطفي بسبب أب أو أم ظالمين عيشوهوم طفولة محطمة و كارثية .... كانقول باشمن وجه هاد النوع دالآباء غايواجهو الله ..حرام و الله 😔,negative
الحمدلله انها رغم كل العذاب اللي مرت بيه في الاخير ربي جزاها خير نتمنى تحكي لينا اشنو وقع لخوتاتها وشكرآ 😘😘,positive
قصة زوينة 😢😢,negative
ايوا نمشي نجيب شي حاجة ناكولها لفيديو طوييييييلة 😂😂😂😂😂😂شكرا فاتي أو الله إشافي جميع مرضى المسلمين 🤲🏻🤍🤍🤍🤍🤍,positive
مازال ماكملت القصة، بكاوني هاد البنات مساكن 😢💔حسبي الله ونعم الوكيل فكل اب كايفرق بين ولادو 😞,negative
قصة تحسي بها بزاف مشاعر الغضب ،الحزن ،الحسرى،الأمل بزاف مشاعر هذي هي المرء الحديدية 💪💪💪🦾🦾🦾🦾👏👏👏👏,positive
ناري شحال كنتسناو فيديوهات ديالك بفارغ الصبر سمحي لي بحيت متفرجتش لفيديو من دقايق لولني غير بحيت جاو عندنا ضياف و الله يخليك ديما لفوق لفوق يربي🤲😍🙏,positive
صراحة هاد المشكل راه مزال كين كيغصبو لبنات فشبابهم أو كيزوجوهم بزز منهم ، كحملوهم واحد المسئولية لي كبر منهم أو للأسف مكينش قانون صارم لهاد التخلف العقلي 💔💔💔💔,negative
قصه كضر فالقلب والله 😢😢😢 الى كان ممكن نعرفوا المصير ديال خواتاتها خصوصا البنت لي بقات فالمغرب,negative
قصة زويييييينة 👏أنا عندي بنت وشحال فرحااانة بيها الله يحفظها يارب ويحفظ كاع لوليدات وكنتمنا المرة الجاية الى حملت نولد بنيتة تاني لأني كنحماق على لبنات وآلله,positive
سلام اختي فطيمة ربي يوفقك نشالله كليوم ندخل لليوتيب كي مانلقاكش نكره حياتي نشالله ما طوليش علينا المرة الجاية وربي يطفي نار الفتنة بينا وبين خاوتنا المغاربة احبكم في الله 😍😍🇩🇿🇩🇿🇲🇦🇲🇦,positive
امل وحكيمة هربو مي فاين هي ختهم سعيدة !؟ القصة كتألم 😔,negative
فاتي هاد لحلقة مكملاش 😞اشنو طرا لخواتاها حبت هما كانو تلاتة البنات كاين غموض في الاحدات فاني 😣😣اش هادشي انتخاصم معاك,negative
قصة زوينة بزاف وفيها فكرة راأئعة هية كتبي كل مكتحسي بيه تيضرك فنفسك باش ترتاحي حتا انا عندي ضغط وعنف من امي قهرني ومخلني مقاطعها ودبا هية مريضة وقالها طبيب خاصك تعملي دياليز وبات تشوفني وانا مبغيتش حيت قهرتني وعنفتني وحكرتني وربي لي عالم ومكرهتش انشوفها ولكين تنتفكر معاملتها ........😭😭😭😭,negative
خواتتها مساكين شنو المصير ديالهم😢,negative
دابا ماشي حرام على هدشي لي دوز هد الآباء على بناتهم! هذا ماشي عقوق!! هد الوالدين ماشي تنفرهم وتكرهم وماتبقاش تشوف فهم 😢😢😢، حسبي الله ونعم الوكيل في كل وليدين كيعذب ولادهم بأي طريقة كانت 🥺,negative
الله يرحمك يا أبي الحنون 😭و يغمسك في رحمته الواسعة كنت نعم الاب,negative
حكيمة تغني وسعيدة تشطح😂😂😂😂,positive
ما شاء الله على جمال سبحان الله هي لمنور علينا اليوتيوب ☺😍🤩,positive
لا حول ولا قوة الا بالله العلي العظيم، قصة مؤلمة المهم ان الروائية قدرات تخرج من الظلام للنور 😊 لكن خواتاتها بجوج فين رجعو ؟؟؟؟,positive
بغينا نعرفو مصير جوج البنات لاخرين اشنو وقع ليهم 😔 اللهم ضاعف العقاب لهاد الأب! ضيعهم الله يضيعو دنيا و آخرة! جاهل و شرير و قاطع يدو من رحمة سيدي ربي.,negative
القصة فعلا للعبرة ماشي للفرجة 💔كنسمع ليك او كنبكي😭 او انا من ناس لي ما كيبكيوش بزربة كاينين قصص كضرني فخاطري 💔 اه واليني قليل لي كتنزل دموعي عليها بالخصوص ايلا كانت فيها لحگرة و ظلم او العنف بصفة عامة و بالخصوص اذا كان ضد المرآة و لا كيحط من قيمتها او مازال كنعانيو من هاد العقليات لدابا او امال تحدات كلشي باش توصل ل هاد شي تبارك الله عليها او فالاخير عوضها ربي براجل كيبغيها او تبغيه و بنية نورات ليها حياتها او كانت سباب باش تشد طريق برافو عليها ❤️,negative
بكيت بزاف 🪫😭😭😭😭😭,negative
فاتي على سلامتك 😘😘,positive
السلام المحققة الغزالة ديالنا توحشناك وقصة واشمن قصة الحصول او مافيه جملة في حق باها بغيت نقولها والله ينعل إلي مايحشم شكون إلي ولداتو مرأة مع من تزوج مرأة إلي بغا ها تجيب ليه غير الأولاد النبي صلى الله عليه وسلم والد غير البنات او ربي يرزق الانات لمن يشاء والدكورلمن يشاء ماشي يدير في امهم ديك الحالة إلي التالي دوز على بناتو العداب نزيد نكررها قبح الله الجهل دبا يشوف ملقاه مع الله الى سامحاتو هي تتبقى بنتو ولكن ربي ما تبغيش التعدو شحال تفقصوني هاد الجهالة او تخرجو على بناتهم الحمد لله منين تابت لانني السبب الأب ديالها فعلا السرقة حرام والله يصبرها ياربي يكونو خواتاتها سعيدة او حكيمة بخير ولا حول ولا قوه الا بالله العلي العظيم أحلى لايك تبارك الله عليك ا فاطمة الزهراء 😘,positive
ياربنااا ع العسل حبيييت يا مغربيه 🇪🇬🇰🇼🇲🇦 😘,positive
ولبنات لخرين شنو وقع ليهم🥺 صراحة اش دنب هاد البنات باش يعملهم هكا 💔,negative
ضريبه الجهل عند لواليدين هيا هادي 😢,negative
سلام عليكم ختي فاطمة زهراء كبقات مراة خوك او بنتها تمنى اكونو بخير هذا لقصة فيها بزاف تاع ظلم لتتعرض ليه اغلبت لبنت فمجتمع ذكوري لتيبدل حياة بنت برئ الى مراة حاقد 😔😔😔,negative
لا حولًا ولا قوة الا بالله لكم الله 😢😢,negative
واختها مسكينه اش دارت واش رجعات حتى هي 😓😢😢,negative
بغيت نعرف شنو وقع لخواتاتها لخريين😢,negative
والله اختي باقي ما بغا يطلع عندي النهار 😭😭😭الحمد لله على كل حال,negative
وخواتاتها مساكن لي بقاو فالمغرب اشنو كان مصيرهم😔,negative
السلام عليكم ورحمة الله وبركاته كيف ديرة أختي لاباس عليك وكيف بقات مرأة خوك وبنتها كنتمنى يكونو بخير ..... إسمتري وبالله التوفيق 🤲👍🌹💐😚😍❤️🥰💋🇲🇦,positive
واختها شنو طراليها و كيفاش عاشت 🥺💔,negative
كيفاش بسلامة فين خوتات أمال صراحة عصبتيني☹ ماكنحملش نسمع قصة ماكملاش,negative
وتتبع وفية من وجدة ... لهجتك وجدية حنا الي كنقولو الغاشي 😂,positive
اش وقع لختها لي بقات فالمغرب 😔😔😔😔😔😔😔😔😔😔😔😔 وختها الاخرى فين هي ?,negative
👏👏👏,positive
مفهمت مرة جوج بنات مرة إبنة واحدة 😊,positive
قالت ليك جيبو شي حاجه تشربوها وانا كناكل في البيض و ناطيشه😂😂,positive
😍🤗🥰 فاتي الغزالة,positive
👍👍👍👏👏👏👏🌹🌹🌹🌹🇲🇦🇲🇦,positive
ما كملتيش 😢شنو وقع بنات بقاو ف مغرب ؟ 😳 وكيفاش تعامل الخوت دراري مع البنات بعد وكيفاش تشهر خوهم 😳,negative
انا بابا عمرو بغاني من صغري قالي بلي اول نهار تولدتي محملتك كنت بغيت ولد اكيد تبدلتي فسبيطار نهار شتك قلبي بحال الى فيه العافيه 😢 عمر بابا بغاني,negative
😘❤️,positive
هاد القصة دليل على ان الله لايغير ما بقوم حتى يغيروا ما بانفسهم 😢القرار نتاعها باش تفير حياتها على قِبل بنتها خلاها تتفنن في الكتابة و الالم اللي عاشته و الحرمان النفسي و المادي و اللي سبابه اب جاهل ذوا قلب حجر و قاسٍليس كل من كان اباً ابٌ و ليست كل من انجبت امٌالامومة و الابوة لم تُعطى لاي احد نقطة الى السطر,negative
دبا فين ختات امال☹,negative
بدون تعليق😥😥😥💔,negative
و مقالة إبليس حتى إبليس ههههه .. أجي الفيديو خدام و تجي تقرا التعليقات 😂😂 لاينعلها قاعدة فينا. ضرب جيم نشوف شحال من واحد بحالي 😅😅😅,positive
قصة مؤلمة جدا ...والذي يؤلم هو معانات الأبناء والاب المسكين الذي كان يشتغل ويتعب من أجل أولاده وهو مريض 😞😞😞😞,negative
نااااااااري على فقصة و الله أنا لي جاني حريق المعدة و أنا كنسمع لهاد المنكر يا ربي الحبيب تاخد حق داك الوليدات و باباهم 😢😢😢,negative
اول حاجة قصة الشعر جاتك زوينه ❤ بصحة وراحة وتبارك الله ماشاء الله.. وشكرا على القصة جاري المشاهدة 🥰😍 ملاحظة : انا شخصيا واخا تكون قصصك طويلة وفيها بزاف كمستمع مع في سرد الله يوفقك ياربي وان شاء الله توصلي كثر من مليون تستاهلي حبيبتي 💖 ❤,positive
أناقة أخلاق الحشمة أدب صواب الجمال صوت دافي وشخصية =كلهم فيك 🌹❤😍,positive
هادي ماشي زوجة ابليس هادي ابليس شخصيا الله يستر من هاد النوع ديال البشر اللي مكيرحموش ومكيشفقوش حتى على اقرب الناس ليهوم😭,negative
كنت كنتسناك و اخيرا و تبارك الله عليك على هاد القصص زوينين و طريقة السرد 👏👏❤️🇲🇦,positive
اووووووف على قضية و شحال تفقصت 😤 الله اياخد حق لوليدات مساكن 😢 و الله ينتقم من هادوك المجرمين الفاسقين 🤲🏻,negative
القصة بكاتني و عصباتني 😭😭😭 هدوك الاطفال والله بقاو فيا بزاف حسبنا الله و نعم الوكيل ربي ياخد فيهم الحق و فهاد القانون الزباله,negative
اعود بالله من الشيطان الرجيم قصة لا يتقبلها العقل الله يكون في عون هدا الرجل وأبناءه الي زايد في الدنيا يطلب الستر 😢,negative
